POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
15,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"$501 - $1,500",04/14/2019 11:57:00 AM,EXCEEDING SAFE SPEED FOR CONDITIONS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,200,W,101ST ST,511,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,11,1,4,41.710859781,-87.628468438,POINT (-87.628468437997 41.710859780955)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",10/22/2021 09:40:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,7601,S,SOUTH CHICAGO AVE,411,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,6,10,41.756894455,-87.59286789,POINT (-87.592867889958 41.756894454967)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,$500 OR LESS,03/30/2022 06:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,540,N,CLINTON ST,1214,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,10,4,3,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",09/27/2020 06:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,11412,S,WALLACE ST,2233,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,5,9,41.686530516,-87.637501618,POINT (-87.637501617978 41.68653051601)
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",05/16/2019 06:37:00 PM,DISTRACTION - FROM INSIDE VEHICLE,NOT APPLICABLE,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,5,5,,,
35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",08/08/2021 07:40:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1799,E,57TH DR,331,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,1,8,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",12/17/2015 09:41:00 AM,IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,400,N,LOWER LAKE SHORE DR,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,,,
50,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",10/15/2015 01:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,8800,S,CHICAGO SKYWAY OB,412,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,9,,,
30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",10/21/2018 05:34:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,524,W,OHARE ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,6,10,,,
25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",04/23/2019 07:52:00 PM,NOT APPLICABLE,NOT APPLICABLE,2325,W,AINSLIE ST,2031,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,3,4,41.970333488,-87.687606198,POINT (-87.68760619802 41.970333488046)
30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,"OVER $1,500",07/26/2018 08:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1710,W,OGDEN AVE,1225,1,INCAPACITATING INJURY,1,0,1,0,0,1,0,20,5,7,41.878685793,-87.669614611,POINT (-87.669614610988 41.878685792957)
15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,"OVER $1,500",09/06/2019 05:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3099,S,CALIFORNIA BLVD,1034,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,6,9,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,"CURVE, LEVEL",DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",08/09/2022 07:45:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,3,8,,,
30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",11/01/2017 05:25:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,3356,W,BELMONT AVE,1733,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.939393673,-87.712358819,POINT (-87.71235881898 41.939393673023)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",04/05/2018 09:12:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2401,W,ROOSEVELT RD,1023,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,5,4,41.866501191,-87.686157599,POINT (-87.686157599021 41.866501191036)
10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",11/15/2022 12:45:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,W,PARKING LOT D ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,0,3,11,,,
35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",02/16/2018 02:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1100,W,DIVISION ST,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,2,41.903639931,-87.65554697,POINT (-87.655546970003 41.903639930952)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",07/03/2021 01:41:00 AM,TURNING RIGHT ON RED,NOT APPLICABLE,6259,S,LAKE SHORE DR,331,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,7,7,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,$500 OR LESS,09/01/2018 07:40:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2205,W,ARMITAGE AVE,1434,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,4,1,8,41.917544597,-87.682788418,POINT (-87.682788418021 41.917544596985)
30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",06/03/2023 10:15:00 PM,NOT APPLICABLE,NOT APPLICABLE,3828,W,OHIO ST,1122,4,FATAL,1,1,0,0,0,4,0,22,7,6,41.891843265,-87.722247692,POINT (-87.722247692012 41.891843265012)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"$501 - $1,500",04/02/2018 06:40:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,5832,W,GRAND AVE,2515,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,2,4,41.920000585,-87.771951512,POINT (-87.771951512022 41.920000584957)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,Y,"OVER $1,500",08/23/2021 04:11:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1299,W,18TH ST,1233,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,14,2,8,41.857801741,-87.658812307,POINT (-87.65881230701 41.857801740993)
30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",01/08/2021 04:46:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,43,N,HOMAN BLVD,1123,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,6,1,41.882211292,-87.710898608,POINT (-87.710898608036 41.882211292041)
15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",12/10/2016 02:20:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5211,W,FULLERTON AVE,2515,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,12,41.923989529,-87.756597934,POINT (-87.756597933992 41.923989528994)
30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,N,"$501 - $1,500",08/06/2022 11:55:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,50,N,CENTRAL AVE,1513,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,7,8,41.881735573,-87.765054181,POINT (-87.765054181007 41.881735573029)
20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",12/19/2021 05:35:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5,W,TERMINAL ST,1655,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,1,12,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",01/18/2023 08:21:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,801,W,JACKSON BLVD,1232,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,4,1,41.877836738,-87.64729714,POINT (-87.647297139953 41.87783673803)
20,OTHER WARNING SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER NONCOLLISION,ONE-WAY,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",02/12/2022 09:53:00 AM,ROAD CONSTRUCTION/MAINTENANCE,DISTRACTION - FROM OUTSIDE VEHICLE,11166,S,HOMEWOOD AVE,2212,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,7,2,41.689777039,-87.670133254,POINT (-87.67013325402 41.689777038999)
15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",03/19/2018 07:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1533,W,JARVIS AVE,2423,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,2,3,42.015901674,-87.669442135,POINT (-87.669442135045 42.015901673999)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,$500 OR LESS,12/27/2020 01:28:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,3956,W,CERMAK RD,1014,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,1,12,41.8516599,-87.72453636,POINT (-87.724536359985 41.851659899998)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,HEAD ON,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/16/2017 06:05:00 PM,NOT APPLICABLE,NOT APPLICABLE,8301,S,CICERO AVE,834,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,6,6,41.741803599,-87.740953582,POINT (-87.740953581987 41.741803598989)
30,NO CONTROLS,NO CONTROLS,RAIN,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,$500 OR LESS,01/11/2017 03:31:00 PM,DISREGARDING ROAD MARKINGS,IMPROPER OVERTAKING/PASSING,5324,S,WENTWORTH AVE,225,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,1,,,
20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,"$501 - $1,500",03/15/2018 08:58:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6559,N,ALBANY AVE,2412,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,3,42.000966322,-87.706912298,POINT (-87.706912297994 42.000966321954)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,$500 OR LESS,03/04/2018 03:42:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,600,W,DIVISION ST,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,1,3,41.903825234,-87.64328636,POINT (-87.643286359995 41.903825233976)
20,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",09/24/2019 09:25:00 PM,DISREGARDING ROAD MARKINGS,FAILING TO REDUCE SPEED TO AVOID CRASH,2,W,TERMINAL ST,1652,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,3,9,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",03/14/2022 12:46:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,176,N,BESSIE COLEMAN DR,1654,2,"REPORTED, NOT EVIDENT",4,0,0,0,4,3,0,0,2,3,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",01/24/2022 03:05:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6053,S,SACRAMENTO AVE,823,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,2,1,41.782946018,-87.698229577,POINT (-87.698229577042 41.782946018006)
30,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,N,"$501 - $1,500",11/28/2018 10:19:00 PM,IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4546,S,ARCHER AVE,821,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,22,4,11,41.810440446,-87.710418852,POINT (-87.710418851956 41.810440445956)
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,"CURVE, LEVEL",DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,$500 OR LESS,04/03/2019 02:39:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,9014,S,PROSPECT AVE,2221,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,4,4,,,
15,OTHER,FUNCTIONING IMPROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,UNKNOWN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",05/09/2023 12:25:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,524,W,OHARE ST,1654,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,3,5,,,
30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",08/15/2018 12:21:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2848,N,LOCKWOOD AVE,2514,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,10,4,8,41.932855264,-87.759060397,POINT (-87.759060396986 41.932855264049)
30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",12/15/2021 01:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3931,N,CALIFORNIA AVE,1733,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,4,12,41.953094431,-87.698067597,POINT (-87.698067596995 41.953094431048)
25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",03/14/2020 03:30:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1700,S,KEDZIE AVE,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,7,3,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,ICE,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",02/07/2021 01:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,640,W,BITTERSWEET PL,1915,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,12,1,2,41.955818611,-87.64662351,POINT (-87.646623510041 41.955818611019)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,L-INTERSECTION,"CURVE, LEVEL",DRY,OTHER,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",02/06/2023 10:30:00 AM,IMPROPER TURNING/NO SIGNAL,DRIVING ON WRONG SIDE/WRONG WAY,197,N,SEELEY AVE,1223,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,2,2,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/14/2020 05:16:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5331,W,CHICAGO AVE,1524,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,1,6,41.894790473,-87.759400091,POINT (-87.759400090958 41.894790472985)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",06/13/2017 01:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2123,S,KEDZIE AVE,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,3,6,41.852970437,-87.705143484,POINT (-87.705143483993 41.852970437023)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,$500 OR LESS,12/16/2021 11:00:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,5900,S,WENTWORTH AVE,232,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,12,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",01/21/2020 05:23:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3900,S,DAMEN AVE VIA,924,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,1,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",10/27/2018 12:03:00 PM,IMPROPER BACKING,IMPROPER BACKING,2744,N,CALIFORNIA AVE,1411,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,7,10,41.931607951,-87.697755776,POINT (-87.697755776035 41.931607951049)
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",08/08/2019 06:00:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,2700,W,WABANSIA AVE,1421,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,8,41.912181159,-87.694657267,POINT (-87.69465726698 41.912181158989)
10,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,PARKED MOTOR VEHICLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",02/17/2020 06:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,524,W,OHARE ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,2,2,,,
